(0.11288227894636332, 22.084983377475645, 0.11285974362811113)
(0.1552631498702881, 20.51300921300922, 0.4869492780451684)
(0.12938939565641072, 15.943167943167943, 0.10203686847052663)
(0.137703460593357, 17.846900494063753, 0.5006105006105006)
(0.13366513792278353, 27.181673881673877, 0.5046993546993546)
(0.1379021106101478, 21.632589877442825, 0.5053763440860215)
(0.1690155158077912, 21.05638528138529, 0.5073895229733684)
(0.09435723025344367, 38.77610019691314, 0.35335764857326757)
(0.1342878197952045, 15.988095238095234, 0.12692307692307692)
(0.12726329646799803, 32.3096694971695, 0.3117816091954023)
(0.10031236081513714, 35.47633117872993, 0.4356913838332267)
(0.29233736646353425, 10.116666666666667, 0.4428993110623658)
(0.1655134041948245, 17.352392052392045, 0.47916971323095664)
(0.12884954991734318, 15.4939868271385, 0.5052349336057201)
(0.18530342238710398, 12.327788877788871, 0.5426356589147286)
(0.17184786435649918, 16.862522200022195, 0.36274038461538466)
