(0.2411351392919529, 12.654761904761898, 0.4164874551971326)
(0.26245598416134297, 12.266666666666667, 0.34098961685278817)
(0.24099487199631361, 14.039682539682536, 0.5411764705882354)
(0.274546598689906, 11.376190476190477, 0.5237154150197628)
(0.18913421862998564, 14.501525680202148, 0.5102040816326531)
(0.2240697144589225, 10.71071428571428, 0.5441595441595442)
(0.19580839102414774, 15.055952380952377, 0.5113821138211383)
(0.18811197068569924, 16.532539682539678, 0.5135746606334842)
(0.21061520780373139, 13.90912698412698, 0.5135135135135135)
(0.30983617263584495, 9.583333333333336, 0.36152777777777784)
(0.24397065487920333, 14.292857142857143, 0.3281808664306491)
(0.2443085007652558, 13.100000000000001, 0.4130175867017972)
(0.16574092675768468, 18.911074464750936, 0.48695652173913045)
(0.26357138011538106, 9.816666666666665, 0.4121356909907233)
(0.2064604156578288, 14.549206349206344, 0.4024390243902439)
(0.18947344427788854, 15.234126984126975, 0.42741367159971816)
(0.2581661004690962, 12.35, 0.3353299815652757)
(0.21028028077020522, 11.539682539682532, 0.49899193548387094)
(0.2205162777589574, 15.511904761904757, 0.5097008547008546)
(0.20140470706267194, 13.909523809523808, 0.5276571840857555)
(0.24029938325087016, 14.3, 0.5367816091954023)
(0.18922347405844472, 12.494852369852364, 0.5352564102564102)
(0.30104413580031103, 10.4, 0.3905384375972612)
(0.2750715405727926, 12.316666666666668, 0.3797631880635833)
(0.2808993091263703, 10.933333333333334, 0.3791721728563834)
(0.28208205307203854, 10.983333333333334, 0.4714285714285715)
(0.301707837670533, 9.0, 0.4058503401360545)
(0.2225754891071311, 14.0, 0.5324825798087829)
(0.23362196402613924, 10.927380952380947, 0.5169230769230769)
(0.20963713811049567, 13.319047619047614, 0.4211417475622022)
(0.2329958360975447, 12.698412698412694, 0.5032258064516129)
(0.25027334626521575, 10.266666666666664, 0.5166666666666667)
(0.20532442994197617, 13.296825396825394, 0.5206349206349207)
(0.2834457545769008, 11.66666666666667, 0.35789115646258507)
(0.23092811015041126, 11.873412698412695, 0.5123152709359606)
(0.2059980142085698, 11.911976911976911, 0.49242424242424243)
(0.1878920034513076, 13.525285825285819, 0.5132978723404256)
(0.2382258961827209, 10.609523809523804, 0.40494904917101704)
(0.2050130417735638, 13.498015873015868, 0.5095238095238095)
(0.23859213476429264, 11.977380952380953, 0.5826210826210827)
(0.23837320602738257, 14.899206349206347, 0.4579365079365079)
(0.2396465765996337, 10.01507936507936, 0.5217391304347826)
(0.18284923573764536, 15.01630591630591, 0.2625313283208019)
(0.2957696454406585, 10.200000000000001, 0.5065359477124183)
(0.24325040850954666, 13.083333333333332, 0.35317460317460314)
(0.19713074662759617, 12.855537926126159, 0.5055370985603543)
(0.18449268335561703, 18.109523809523814, 0.39551121095986985)
(0.27796004299156674, 12.833333333333337, 0.4565217391304348)
(0.19362979924451518, 15.726190476190474, 0.17960812772133528)
(0.28285546119722266, 10.950000000000001, 0.48157894736842105)
(0.24104488742986466, 11.55238095238095, 0.3717840248622319)
(0.19243997088293063, 14.951226551226545, 0.5021141649048626)
(0.2322734768490945, 10.066666666666666, 0.17338709677419353)
(0.2296448275229134, 10.544047619047612, 0.5016666666666667)
(0.23996513177037607, 11.459523809523809, 0.3816666666666667)
(0.23527928572498938, 12.69606782106782, 0.5149425287356322)
(0.19660505313713655, 12.710317460317452, 0.5007112375533428)
(0.19981196797692558, 15.011580086580084, 0.483739837398374)
(0.21657100997657724, 14.869047619047619, 0.5618776671408251)
(0.26011158448234867, 10.616666666666667, 0.4060760667903525)
(0.20348081234443297, 14.041702741702737, 0.4203074038832321)
(0.2521262837540028, 10.62460317460317, 0.5)
(0.23261951228702765, 13.511904761904757, 0.46774193548387094)
(0.2354684747722919, 12.1, 0.46153846153846156)
(0.18730980244405232, 11.961122211122206, 0.5128205128205128)
(0.1890118595745479, 17.00912698412698, 0.28502591512795583)
(0.25839477598597, 12.316666666666668, 0.4188751803751804)
(0.18892547375345853, 13.312215562215556, 0.5171650055370985)
(0.19224837502058634, 14.518228993228988, 0.505892255892256)
(0.1991617932326133, 13.525346875346873, 0.4878048780487805)
(0.21150906234721256, 14.7297619047619, 0.48698698698698695)
(0.29954867575053173, 11.483333333333334, 0.4420634920634921)
(0.2280831731875092, 13.585714285714285, 0.3857090719834778)
(0.24022534090575845, 12.494047619047615, 0.4876847290640394)
(0.2711345490157863, 11.376190476190477, 0.5296442687747035)
(0.22818052309517217, 14.061904761904758, 0.41383561399041285)
(0.2235297179337386, 14.56190476190476, 0.4595238095238095)
(0.2580897875751974, 12.016666666666666, 0.5102657004830918)
(0.3181153705162964, 10.583333333333336, 0.33455882352941174)
(0.18791500182855558, 15.781263181263173, 0.5076470588235295)
(0.2230320296908331, 14.933333333333328, 0.48102440976390565)
(0.25854062098301567, 12.233333333333334, 0.5166666666666667)
(0.18226612814278098, 17.869480519480522, 0.3182503770739065)
(0.1891817217779469, 13.054761904761897, 0.5093646277856804)
(0.26268001422081066, 11.169047619047614, 0.5233333333333333)
(0.19018531443637157, 12.71479076479076, 0.5145180023228804)
(0.20894121550131428, 14.01475468975469, 0.49122807017543857)
(0.21161472192058867, 15.571428571428568, 0.5182550972024657)
(0.2869249379587902, 11.316666666666668, 0.32000000000000006)
(0.15704343562659323, 15.799968757592591, 0.5072463768115942)
(0.26098995934065816, 11.566666666666668, 0.4224404735638353)
(0.24841019985983115, 8.916666666666666, 0.1758893280632411)
(0.23287660772241334, 15.8, 0.4706808343171979)
(0.2397232972164662, 10.749999999999995, 0.3927669552669553)
(0.23624395552585523, 13.494047619047617, 0.45268817204301076)
(0.25027927126133315, 12.35, 0.5230769230769231)
(0.19106943933664583, 13.677799977799973, 0.4995374653098983)
(0.26853234649087737, 13.750000000000005, 0.3895384615384615)
(0.25982855250004955, 13.100000000000001, 0.42638209743472893)
