(0.04604858402703473, 72.1580735606216, 0.46527623905702936)
(0.051098083590388074, 79.2194016351222, 0.5007283425956195)
(0.09705698121349175, 38.88698232123086, 0.38292542768165583)
(0.09360377817195535, 39.391744225992774, 0.3830120934010601)
(0.1046748987968699, 33.67570518883012, 0.418818215345804)
(0.10641770722444283, 33.24931332730028, 0.4124643177518734)
(0.11957176672795651, 28.361102721667766, 0.49684095860566446)
(0.12329090290332506, 26.20213397713398, 0.3302126309108219)
(0.07465156356894359, 43.084670737969326, 0.5037772531592835)
(0.07465156356894359, 43.084670737969326, 0.5037772531592835)
(0.05306465614677848, 72.53870408356661, 0.4746392141128984)
(0.054184532514135485, 53.21267059295163, 0.3687164932198045)
(0.07826116946753005, 50.98497795144715, 0.23092948407861047)
(0.08059386350861165, 42.03174700890614, 0.24287012742021233)
(0.0776192352689558, 39.7697056892227, 0.1956976236618894)
(0.09571719241638274, 40.78275888628077, 0.22865276730811673)
(0.0800672369815874, 39.26505910915197, 0.36629213483146067)
(0.07254337737714035, 40.66812661369797, 0.46631430584918954)
(0.09013584470113595, 34.07373289158218, 0.4699170124481328)
(0.10893165405270702, 27.275287888572002, 0.5254213966288269)
(0.0744057622413758, 39.29108111778863, 0.4402978432996597)
(0.08088376439481913, 33.32579388883048, 0.2128627450980392)
(0.0972570881748203, 42.82090125217082, 0.2512158011073949)
(0.15225546222748101, 23.17698412698413, 0.34875918971463304)
(0.04694634296868374, 49.89586763763541, 0.06429746837025867)
(0.05308414072291325, 58.58440424422448, 0.45766389624399334)
