Composer,Name,Style,Trajectory Type,Kalz Centrality,Global Clustering,Square Clustering,Harmonic Centrality,Closeness Centrality,Tonnetz,Instruments,Number Of Instr,Tempo,Time Signature
mozart,k169-03,classical,Recursive Trajectory,0.1346775796718416,0.25597014925373135,0.3051555549029751,12.632092907092899,0.05371361984296534,"[3, 4, 5]",[],0,148,['3/4']
mozart,k169-04,classical,Recursive Trajectory,0.13865185168075286,0.21013513513513513,0.25327454559726004,19.86024253524254,0.08323426457961826,"[3, 4, 5]",[],0,229,['2/4']
mozart,k170-02,classical,Recursive Trajectory,0.1679735810833719,0.23124999999999998,0.28393069724744036,19.85476190476191,0.1310204435204435,"[3, 4, 5]",[],0,146,['3/4']
mozart,k170-03,classical,Recursive Trajectory,0.1841394636303132,0.20852713178294574,0.31650823241502857,16.1524531024531,0.11926977687626776,"[3, 4, 5]",[],0,185,['4/4']
mozart,k170-04,classical,Recursive Trajectory,0.0866439837016965,0.19032258064516128,0.3048426383659139,21.194205371832513,0.02286720307006048,"[3, 4, 5]",[],0,220,['2/4']
mozart,k171-01,classical,Recursive Trajectory,0.10153459058439898,0.241796875,0.2783741210228124,15.754838433429084,0.03398692810457516,"[3, 4, 5]",[],0,225,"['4/4', '3/4']"
mozart,k171-02,classical,Recursive Trajectory,0.1905175605437606,0.218018018018018,0.28804742038046693,15.270238095238094,0.14794520547945203,"[3, 4, 5]",[],0,185,['3/4']
mozart,k171-03,classical,Recursive Trajectory,0.11601677080894068,0.19292929292929295,0.29969425415025913,26.60481960849609,0.06677546350819341,"[3, 4, 5]",[],0,238,['4/4']
mozart,k171-04,classical,Recursive Trajectory,0.17862593389762674,0.28675213675213673,0.3594099905494777,13.859126984126979,0.11434906556857777,"[3, 4, 5]",[],0,216,['3/8']
mozart,k172-01,classical,Recursive Trajectory,0.08581277332070146,0.23080808080808082,0.2870847572834649,15.85765180314025,0.01908471275559883,"[3, 4, 5]",[],0,215,['3/4']
mozart,k172-02,classical,Recursive Trajectory,0.15590678833138383,0.26375661375661374,0.3355112027521373,16.363095238095234,0.08657668711656442,"[3, 4, 5]",[],0,239,['4/4']
mozart,k172-04,classical,Recursive Trajectory,0.08481953229672531,0.21082251082251083,0.33315378723185013,16.567410367410364,0.022316845647768764,"[3, 4, 5]",[],0,184,['2/4']
mozart,k173-01,classical,Recursive Trajectory,0.11393163994981809,0.1930025445292621,0.28378611285990013,31.051603951603948,0.08056966736101745,"[3, 4, 5]",[],0,197,['4/4']
mozart,k173-03,classical,Recursive Trajectory,0.1327203631051792,0.25112359550561797,0.3153549094891912,20.655667180033728,0.051291222074300744,"[3, 4, 5]",[],0,173,['3/4']
mozart,k173-04,classical,Recursive Trajectory,0.07514790100303194,0.20974945533769065,0.3384781555326652,25.955473724836427,0.023949290715349236,"[3, 4, 5]",[],0,193,['4/4']
mozart,k285-01,classical,Recursive Trajectory,0.09582559545048223,0.2413214990138067,0.28266695644398643,27.399101911987344,0.03777660885871115,"[3, 4, 5]",[],0,224,['4/4']
mozart,k285-02,classical,Recursive Trajectory,0.13919489494320372,0.1638157894736842,0.28383621232912104,20.979112554112564,0.0919046633554084,"[3, 4, 5]",[],0,239,['3/4']
mozart,k285-03,classical,Recursive Trajectory,0.07211727041774726,0.21164383561643835,0.27181625719518454,21.222587517017068,0.016413360868350376,"[3, 4, 5]",[],0,239,['2/4']
mozart,k298-01,classical,Recursive Trajectory,0.1201583390102912,0.20404040404040402,0.25901628659826065,22.294254356754355,0.06780426847779276,"[3, 4, 5]",[],0,233,['2/2']
mozart,k298-02,classical,Recursive Trajectory,0.18291041919376072,0.19895833333333332,0.30818794484216866,15.200432900432899,0.09762516046213093,"[3, 4, 5]",[],0,231,['3/4']
mozart,k298-03,classical,Recursive Trajectory,0.11432257580390658,0.20583333333333334,0.28786505199074924,20.73052412029126,0.04361090194921635,"[3, 4, 5]",[],0,229,['2/4']
mozart,k370-01,classical,Recursive Trajectory,0.08380884628307769,0.19128943758573388,0.3187339701562887,24.256536688099168,0.024239035470906868,"[3, 4, 5]",[],0,214,['4/4']
mozart,k370-02,classical,Recursive Trajectory,0.14339969837445618,0.2087837837837838,0.34765168805404,16.615873015873014,0.07628025829621189,"[3, 4, 5]",[],0,215,['3/4']
mozart,k387-01,classical,Recursive Trajectory,0.06497730652530308,0.20495750708215296,0.2632943273807838,39.20815638265447,0.030862149371946698,"[3, 4, 5]",[],0,218,['4/4']
mozart,k387-02,classical,Recursive Trajectory,0.11526846765471607,0.22538461538461535,0.28756107379703805,29.16021305753372,0.056960075577096855,"[3, 4, 5]",[],0,160,['3/4']
mozart,k387-03,classical,Recursive Trajectory,0.11067063708825665,0.23057471264367818,0.25747405158854814,30.19579183188252,0.06034555513196224,"[3, 4, 5]",[],0,216,['3/4']
mozart,k387-04,classical,Recursive Trajectory,0.069451317497881,0.22332389046270065,0.28495736879629346,29.50837631993143,0.015753455933007608,"[3, 4, 5]",[],0,140,['4/4']
mozart,k421-01,classical,Recursive Trajectory,0.08711262375491258,0.17799736495388668,0.24622618495115364,40.95739301548141,0.05839588823371566,"[3, 4, 5]",[],0,209,['4/4']
mozart,k421-02,classical,Recursive Trajectory,0.13209053497875056,0.22078651685393258,0.3063789969847065,21.829110595287062,0.07491680210510022,"[3, 4, 5]",[],0,216,['6/8']
mozart,k421-03,classical,Recursive Trajectory,0.15140887597780575,0.19106280193236716,0.2692411267584093,22.215476190476192,0.11926439864847437,"[3, 4, 5]",[],0,158,['3/4']
mozart,k421-04,classical,Recursive Trajectory,0.07803695799934901,0.16923076923076924,0.2926582471272776,26.52562478371302,0.03470743332319238,"[3, 4, 5]",[],0,208,['6/8']
mozart,k428-01,classical,Recursive Trajectory,0.10204201266356369,0.18464285714285716,0.24934705090189238,33.75725108225113,0.08844303455599958,"[2, 3, 7]",[],0,195,['2/2']
mozart,k428-02,classical,Recursive Trajectory,0.10143441337944521,0.19723991507430996,0.25023982901702785,34.80133616383622,0.08149978901681837,"[3, 4, 5]",[],0,235,['6/8']
mozart,k428-03,classical,Recursive Trajectory,0.16487545524877864,0.19515151515151513,0.2706927160298839,17.973448773448773,0.10289343683839097,"[3, 4, 5]",[],0,225,['3/4']
mozart,k458-01,classical,Recursive Trajectory,0.07608671510528182,0.20529010238907852,0.28750803278892667,28.329978933188844,0.027570528886318363,"[3, 4, 5]",[],0,214,['6/8']
mozart,k458-02,classical,Recursive Trajectory,0.11660143596208986,0.25615615615615617,0.3026063511984105,23.4796901627784,0.06595845885524021,"[3, 4, 5]",[],0,203,['3/4']
mozart,k458-03,classical,Recursive Trajectory,0.08692447781582724,0.2259162303664921,0.3119048795348406,26.937226951052676,0.032448854852047605,"[3, 4, 5]",[],0,230,['4/4']
mozart,k464-02,classical,Recursive Trajectory,0.1372575381984032,0.22039215686274508,0.32571400549044377,18.418326118326124,0.06819935916925883,"[3, 4, 5]",[],0,177,['3/4']
mozart,k464-03,classical,Recursive Trajectory,0.07086267513843833,0.2154419595314164,0.2744931336314802,33.67834171940912,0.024836612980385902,"[3, 4, 5]",[],0,218,['2/4']
mozart,k464-04,classical,Recursive Trajectory,0.06622071754058012,0.16686507936507936,0.2763597682255649,39.229630092130236,0.026570387795869746,"[3, 4, 5]",[],0,209,['2/2']
mozart,k465-01,classical,Recursive Trajectory,0.06127172017127625,0.1941025641025641,0.2860839693456654,42.63240475529153,0.02706393791381435,"[3, 4, 5]",[],0,226,"['4/4', '3/4']"
mozart,k465-02,classical,Recursive Trajectory,0.1072705104155514,0.19015748031496063,0.26650780847503164,29.721625596625593,0.0733929685874766,"[3, 4, 5]",[],0,234,['3/4']
mozart,k465-03,classical,Recursive Trajectory,0.11020707851243962,0.16719160104986877,0.2740217543001891,30.001620601620594,0.08560844221322304,"[3, 4, 5]",[],0,225,['3/4']
mozart,k465-04,classical,Recursive Trajectory,0.06319845523380332,0.22355242566510172,0.3110231777012234,26.908682180333194,0.01598907734923946,"[3, 4, 5]",[],0,230,['2/4']
mozart,k499-01,classical,Recursive Trajectory,0.07932331278366471,0.18593919652551572,0.3029632925349411,25.863894083661226,0.022359554872861453,"[3, 4, 5]",[],0,205,['2/2']
mozart,k499-03,classical,Recursive Trajectory,0.10173413391289782,0.18118908382066276,0.27240881060509553,32.024757998952076,0.05377584589963827,"[3, 4, 5]",[],0,232,['3/4']
mozart,k499-04,classical,Recursive Trajectory,0.07072265030336768,0.19648362235067438,0.24464686237695274,44.23209935377763,0.035038722903682006,"[3, 4, 5]",[],0,185,['2/4']
mozart,k575-02,classical,Recursive Trajectory,0.11718372640333333,0.19449838187702265,0.23604507158524707,22.16365101187083,0.06794005289450485,"[3, 4, 5]",[],0,223,['3/4']
mozart,k575-03,classical,Recursive Trajectory,0.09728226125177755,0.19362139917695473,0.31157466177336,22.294501700272722,0.030135476527903885,"[3, 4, 5]",[],0,231,['3/4']
mozart,k589-01,classical,Recursive Trajectory,0.0802739508922387,0.1886231884057971,0.24861598152117603,38.08589126432726,0.05141788688672789,"[3, 4, 5]",[],0,189,['3/4']
mozart,k589-03,classical,Recursive Trajectory,0.09450330800689939,0.2646825396825397,0.3409029227661684,24.180380055960562,0.04343596701805656,"[3, 4, 5]",[],0,227,['3/4']
mozart,k589-04,classical,Recursive Trajectory,0.09712355420552152,0.19774999999999998,0.27061869203190975,33.76065185942105,0.04243293140932708,"[3, 4, 5]",[],0,231,['6/8']
mozart,k590-01,classical,Recursive Trajectory,0.07595233846277474,0.20181924882629107,0.287699311231796,30.434729872810376,0.034626370677095314,"[3, 4, 5]",[],0,222,['4/4']
mozart,k590-02,classical,Recursive Trajectory,0.10366185500470809,0.21908212560386472,0.24766581732089693,31.55141108891109,0.07791199667911997,"[3, 4, 5]",[],0,229,['6/8']
mozart,k590-03,classical,Recursive Trajectory,0.11487371106314187,0.24330808080808075,0.3258778043312561,19.090115440115447,0.0463967096211034,"[3, 4, 5]",[],0,203,['3/4']
mozart,k590-04,classical,Recursive Trajectory,0.07843484473320776,0.19694835680751172,0.2515965638918869,38.41221588756554,0.03468822222915215,"[3, 4, 5]",[],0,235,['2/4']
